type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
TV Show,Soy Luna,0,"Karol Sevilla,Ruggero Pasquarelli,Valentina Zenere,Lucila Gandolfo,Michael Ronda,Carolina Kopelioff","Argentina, Mexico",2020-09-18,2015,TV-G,3,"Comedy,Coming of Age,Drama",Luna will learn that love transcends distance.
TV Show,Violetta,0,"Diego Ramos,Martina Stoessel,Pablo Espinosa,Jorge Blanco,Mercedes Lambre,Nicolás Garnier",Argentina,2020-09-18,2011,TV-G,3,"Coming of Age,Drama,Music",Violetta is a talented teen following her dream.
Movie,Christopher Robin,Marc Forster,"Ewan McGregor,Hayley Atwell,Bronte Carmichael,Mark Gatiss,Oliver Davies,Ronke Adekoluejo","United Kingdom, United States",2020-09-11,2018,PG,109,"Drama,Family,Fantasy",Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.
Movie,D2: The Mighty Ducks,Sam Weisman,"Emilio Estevez,Michael Tucker,Jan Rubeš,Kathryn Erbe,Joshua Jackson,Elden Ratliff",United States,2020-09-04,1994,PG,107,"Comedy,Drama,Family",The Mighty Ducks face the meanest team on ice at the Junior Goodwill Games.
Movie,D3: The Mighty Ducks,Robert Lieberman,"Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,Joshua Jackson,Elden Ratliff",United States,2020-09-04,1996,PG,104,"Comedy,Coming of Age,Drama",The Mighty Ducks inherit a new coach and a new set of problems.
TV Show,Earth to Ned,0,0,United States,2020-09-04,2020,TV-PG,1,"Comedy,Parody,Science Fiction","From the Jim Henson Company, alien commander Ned hosts a late-night talk show with celebrity guests."
Movie,Trick or Treat,Jack Hannah,0,United States,2020-09-04,1952,TV-G,9,"Animation,Family,Fantasy","Donald plays a trick on his nephews, but a witch helps them out. See details for advisory."
Movie,Alice Through the Looking Glass,James Bobin,"Johnny Depp,Anne Hathaway,Mia Wasikowska,Matt Lucas,Rhys Ifans,Helena Carter","United States, United Kingdom",2020-08-28,2016,PG,115,"Action-Adventure,Fantasy",Alice returns to Underland to save the Mad Hatter in a race against time.
Movie,Phineas and Ferb The Movie: Candace Against the Universe,0,"Ashley Tisdale,Vincent Martella,Ali Wong,Dan Povenmire,Alyson Stoner,Maulik Pancholy",United States,2020-08-28,2020,TV-G,86,"Action-Adventure,Animation,Comedy","Phineas and Ferb set out across the galaxy to rescue Candace, who has been abducted by aliens."
Movie,Back to the Titanic,0,0,United Kingdom,2020-08-21,2020,TV-PG,44,"Documentary,Historical",Back to the Titanic documents the first manned dives to Titanic in nearly 15 years.
Movie,Beauty and the Beast,Bill Condon,"Emma Watson,Dan Stevens,Luke Evans,Kevin Kline,Josh Gad,Ewan McGregor",United States,2020-08-21,2017,PG,138,"Family,Fantasy,Musical",Belle must look beyond the Beast’s exterior to find the true Prince within.
Movie,Mars: One Day on the Red Planet,Martin Johnson,Nigel Barber,United States,2020-08-21,2020,TV-PG,88,Documentary,"An epic journey around the real Mars – built from data, as you’ve never seen it before."
Movie,The One and Only Ivan,Thea Sharrock,"Sam Rockwell,Angelina Jolie,Danny DeVito,Helen Mirren,Brooklynn Prince,Ramón Rodríguez",United States,2020-08-21,2020,PG,95,"Drama,Family,Fantasy",An adaptation of the award-winning book about a very special gorilla.
TV Show,"Weirdest, Bestest, Truest",0,"Charlie Engelman,Kirby Engelman",0,2020-08-21,2018,TV-G,1,"Animals & Nature,Kids,Variety",Siblings Kirby and Charlie share strange discoveries and fun facts from the world of Weird But True!
TV Show,Disney Junior T.O.T.S.: Calling All T.O.T.S. (Shorts),0,"Jet Jurgensmeyer,Christian Simon,Megan Hilty",0,2020-08-14,2020,TV-Y,1,"Animation,Kids,Music",What happens after the baby animals are delivered?
Movie,Disney Zombies 2,Paul Hoen,"Milo Manheim,Meg Donnelly,Trevor Tordjman,Kylee Russell,Carla Jeffery,Chandler Kinney",United States,2020-08-14,2020,TV-G,84,"Coming of Age,Fantasy,Musical",Zed and Addison encounter a group of werewolves!
Movie,India's Wild Leopards,0,"Sandesh Kadur,Priya Singh",India,2020-08-14,2020,TV-14,45,"Animals & Nature,Documentary",Cameraman Sandesh Kadur’s mission is to uncover the secretive lives of India’s leopards.
TV Show,Jungle Animal Rescue,0,Dan Nachtrab,United States,2020-08-14,2019,TV-PG,1,"Animals & Nature,Docuseries,Family",A team of conservationists and veterinarians helps India’s people and wildlife coexist.
Movie,Magic Camp,Mark Waters,"Adam DeVine,Gillian Jacobs,Nathaniel McIntyre,Jeffrey Tambor,Cole Sand,Isabella Crovetti",United States,2020-08-14,2020,PG,101,"Comedy,Family",A group of misfit campers help a down-on-his-luck magician rediscover his love of magic.
Movie,Marvel Studios' Ant-Man and the Wasp,Peyton Reed,"Paul Rudd,Evangeline Lilly,Michael Peña,Walton Goggins,Hannah John-Kamen,David Dastmalchian",United States,2020-08-14,2018,PG-13,120,"Action-Adventure,Comedy,Science Fiction",Ant-Man and the Wasp must join forces to uncover secrets from the past.
TV Show,Nature Boom Time,0,"Charlie Engelman,Kirby Engelman,Patrick Rahill",United States,2020-08-14,2016,TV-G,1,"Animals & Nature,Docuseries,Kids","Charlie, Kirby, and Patrick travel around the U.S. to learn about what makes nature awesome."
TV Show,Sam's Zookeeper Challenge,0,Sam Peltz,United States,2020-08-14,2018,TV-G,1,"Animals & Nature,Docuseries,Family",Sam is put to the test to care for animals in “Zookeeper’s Challenge.”
TV Show,Scuba Sam's World,0,Sam Peltz,United States,2020-08-14,2018,TV-G,1,"Animals & Nature,Docuseries,Kids",Take a deep dive and learn all about the beloved sea animals in our oceans!
TV Show,Spaced Out,0,Ben DeTour,0,2020-08-14,2018,TV-G,1,"Docuseries,Kids",Learn about our universe through imagery taken from the Hubble Space Telescope.
Movie,The Greatest Showman,Michael Gracey,"Hugh Jackman,Zac Efron,Michelle Williams,Rebecca Ferguson,Zendaya ,Keala Settle",United States,2020-08-14,2017,PG,106,"Biographical,Drama,Family",A bold and original musical celebrating the birth of show business and dreams coming to life.
TV Show,Weird But True!,0,"Charlie Engelman,Kirby Engelman",United States,2020-08-14,2017,TV-G,3,"Animals & Nature,Kids,Variety","Come along as we reveal fun, strange & surprising facts about our world in Weird But True!"
TV Show,Wild Cats of India,0,James Murray,United States,2020-08-14,2020,TV-PG,1,"Animals & Nature,Docuseries,Family",Journey across the country’s landscapes to paint an intimate portrait of India's Wild Cats.
Movie,Howard,Don Hahn,Howard Ashman,United States,2020-08-07,2020,TV-PG,95,"Biographical,Documentary,Music","“Howard” is the untold story of Howard Ashman, the brilliant lyricist behind Disney classics."
Movie,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal,Ben Kingsley,Gemma Arterton,Alfred Molina,Richard Coyle,Toby Kebbell",United States,2020-08-07,2010,PG-13,117,"Action-Adventure,Fantasy",A rogue prince and rival princess safeguard a magical dagger with the power to reverse time.
Movie,Star Wars: Galaxy's Edge-Adventure Awaits,0,"Neil Harris,Kaley Cuoco,Oscar Isaac,Sarah Hyland,Keegan-Michael Key,Jay Leno",United States,2020-08-07,2019,TV-PG,81,"Documentary,Family",Celebrating Disney’s new land that brings Star Wars to life!
Movie,The Hidden Kingdoms of China,"Ben Wallis, Emma Fraser, Jess Tombs",Michelle Yeoh,United States,2020-08-07,2020,TV-PG,88,"Animals & Nature,Documentary,Family",THE HIDDEN KINGDOMS OF CHINA takes audiences into the secret wilds of China.
Movie,The Peanuts Movie,Steve Martino,"Noah Schnapp,Alex Garfin,Hadley Miller,Mariel Sheets,Venus Schultheis,Noah Johnston",United States,2020-08-07,2015,G,89,"Animation,Comedy,Family","Snoopy takes to the skies against The Red Baron, while his pal, Charlie Brown, begins an epic quest."
TV Show,UFO Europe: The Untold Stories,0,Robert Ashby,0,2020-08-07,2012,TV-PG,1,"Docuseries,Reality",A selection of stories featuring encounters and sightings of the unexplained.
TV Show,Animal Showdown,0,Brian Peck,0,2020-07-31,2018,TV-G,1,"Animals & Nature,Docuseries,Family",Animals face-off in this surprising competition of the toughest and biggest in the animal kingdom.
TV Show,Best Job Ever,0,0,0,2020-07-31,2018,TV-G,1,"Animals & Nature,Docuseries,Family",Check out the cool jobs Nat Geo explorers do every day!
Movie,Big Cat Games,Jeremy Turner,Boone Smith,0,2020-07-31,2015,TV-PG,44,"Animals & Nature,Family,Reality","Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title."
Movie,Black Is King,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,United States,2020-07-31,2020,TV-14,86,"Dance,Music,Musical","This visual album from Beyoncé reimagines lessons of ""The Lion King"" for young kings and queens."
Movie,Cradle of the Gods,Tim Conrad,Tim Conrad,United Kingdom,2020-07-31,2012,TV-PG,45,"Documentary,Historical","Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple."
TV Show,Destination World,0,Rick Robles,0,2020-07-31,2018,TV-G,1,"Animals & Nature,Docuseries,Kids",Check out the continents and find out what makes them unique from each other!
TV Show,Fearless Adventures with Jack Randall,0,Jack Randall,0,2020-07-31,2018,TV-PG,1,"Animals & Nature,Docuseries,Family",Check out Jack Randall go head-to-head with all kinds of critters.
Movie,Hunt for the Abominable Snowman,Dan Oliver,Stephen Rashbrook,0,2020-07-31,2011,TV-PG,45,Documentary,"Across the Himalayas are stories of the yeti, or abominable snowman."
Movie,Incredibles 2,Brad Bird,"Craig Nelson,Holly Hunter,Sarah Vowell,Huckleberry Milner,Catherine Keener,Eli Fucile",United States,2020-07-31,2018,PG,118,"Action-Adventure,Animation,Family",The Incredibles spring into action when a dangerous new villain emerges.
TV Show,King Fishers,0,Stephen Mangan,United Kingdom,2020-07-31,2013,TV-PG,1,"Action-Adventure,Animals & Nature,Docuseries","With so many fishermen and so many fishing disciplines, who is best?"
Movie,Lost Temple of the Inca,Jim Aikman,Dan Nachtrab,United States,2020-07-31,2020,TV-PG,44,Documentary,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.
TV Show,Marvel Funko Shorts,0,0,0,2020-07-31,2016,TV-Y7,2,"Action-Adventure,Animation,Anthology",Marvel and Funko present Pop! style Marvel heroes.
TV Show,Muppets Now,0,"Dave Goelz,Matt Vogel,David Rudman,Peter Linz,Bill Barretta,Eric Jacobson",United States,2020-07-31,2020,TV-PG,1,"Comedy,Family,Lifestyle",The Muppets have a brand-new series ready to stream… but only if they can upload it in time.
Movie,Surviving the Mount St. Helens Disaster,Sophie Harris,Bill Ratner,United Kingdom,2020-07-31,2020,TV-PG,44,"Animals & Nature,Documentary",Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.
TV Show,What Sam Sees,0,Sam Peltz,0,2020-07-31,2018,TV-G,1,"Animals & Nature,Docuseries,Family","Join Sam on an underwater journey and learn about sharks, eels, and more!"
Movie,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg","Johnny Depp,Javier Bardem,Brenton Thwaites,Kaya Scodelario,Kevin McNally,Golshifteh Farahani",United States,2020-07-24,2017,PG-13,129,"Action-Adventure,Fantasy",Captain Jack Sparrow searches for the Trident of Poseidon.
TV Show,PJ Masks (Shorts),0,0,0,2020-07-24,2017,TV-Y,1,"Action-Adventure,Animation,Kids",The PJ Masks are protecting the city from villains!
TV Show,Rogue Trip,0,"Bob Woodruff,Mack Woodruff",0,2020-07-24,2020,TV-PG,1,"Buddy,Docuseries",Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.
TV Show,Wild Congo,0,Corey Johnson,0,2020-07-24,2014,TV-PG,1,"Animals & Nature,Docuseries,Family",The Congo: the most mysterious river in the dark heart of Africa.
TV Show,Wild Sri Lanka,0,Paul McGann,United Kingdom,2020-07-24,2016,TV-PG,1,"Animals & Nature,Docuseries",This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.
Movie,A Pre-Opening Report from Disneyland,Wilfred Jackson,"Walt Disney,Winston Hibler",United States,2020-07-17,1955,TV-PG,55,"Documentary,Family,Historical",Walt provides a look at the details needed to get the Park ready to open. See details for advisory.
Movie,Diary of a Wimpy Kid: The Long Haul,David Bowers,"Jason Drucker,Alicia Silverstone,Tom Scott,Charlie Wright,Owen Asztalos,Dylan Walters",United States,2020-07-17,2017,PG,92,"Comedy,Family",A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!
TV Show,Disney Junior Music Lullabies,0,0,0,2020-07-17,2018,TV-Y,1,"Animation,Kids,Music",Disney Junior songs reimagined as calming lullabies.
Movie,Lost City of Machu Picchu,0,Craig Sechler,United States,2020-07-17,2019,TV-14,44,"Documentary,Family",Who were the mysterious people who built Machu Picchu and why?
TV Show,Super Robot Monkey Team Hyperforce Go!,0,"Greg Cipes,Kevin Michael	Richardson,Tom Kenny,Kari Wahlgren,Clancy Brown,Corey Feldman","United States, Japan",2020-07-17,2004,TV-Y7,2,"Action-Adventure,Animation,Anime",Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.
Movie,The Mouseketeers at Walt Disney World,John Tracy,"Jo Worley,Ronnie Schell,Dennis Underwood,Leslie Norris,Billy Attmore,Scott Craig",United States,2020-07-17,1977,TV-PG,56,"Coming of Age,Drama,Family",The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.
TV Show,Wild Chile,0,Peter Venn,United Kingdom,2020-07-17,2017,TV-PG,1,"Animals & Nature,Docuseries,Family",This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.
Movie,X-Men: Apocalypse,Bryan Singer,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Oscar Isaac,Nicholas Hoult,Rose Byrne",United States,2020-07-17,2016,PG-13,144,"Action-Adventure,Family,Science Fiction","Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind."
TV Show,Cosmos: A Spacetime Odyssey,0,"Neil Tyson,Stoney Emshwiller",United States,2020-07-10,2013,TV-PG,1,"Action-Adventure,Docuseries,Family",A 13-part adventure across the universe of space and time.
Movie,Hamilton: History Has Its Eyes on You,0,"Lin-Manuel Miranda,Thomas Kail,Christopher Jackson,Leslie Odom Jr.,Phillipa Soo,Renee Goldsberry",United States,2020-07-10,2020,TV-PG,47,"Historical,Musical","Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members."
Movie,Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Donald Glover,Thandie Newton,Phoebe Waller-Bridge",United States,2020-07-10,2018,PG-13,135,"Action-Adventure,Crime,Science Fiction",Witness the beginning of the Star Wars saga's most unlikely hero.
Movie,X-Men: Days of Future Past,Bryan Singer,"Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Halle Berry,Nicholas Hoult","United States, United Kingdom, Canada",2020-07-10,2014,PG-13,132,"Action-Adventure,Family,Science Fiction",Characters from the X-Men trilogy join their younger selves to change the past and save our future.
Movie,The Undefeated Presents: Hamilton In-Depth,0,"Lin-Manuel Miranda,Thomas Kail,Renee Goldsberry,Leslie Odom Jr.,Daveed Diggs,Phillipa Soo",United States,2020-07-05,2020,TV-PG,33,"Historical,Musical",The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.
TV Show,Animal ER,0,Dr. Brian Beale,United States,2020-07-03,2016,TV-PG,2,"Animals & Nature,Docuseries,Family",Animal ER brings you up close to the bleeding edge of animal care.
Movie,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,"Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,Steve Zahn",United States,2020-07-03,2011,PG,100,"Comedy,Family","In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town."
Movie,Hamilton,Thomas Kail,"Daveed Diggs,Renée Goldsberry,Jonathan Groff,Christopher Jackson,Jasmine Jones,Lin-Manuel Miranda",United States,2020-07-03,2020,PG-13,160,"Biographical,Historical,Musical",The filmed version of Broadway original “Hamilton” that soars in music and tale.
Movie,Ice Age: Collision Course,Mike Thurmeier,"Ray Romano,John Leguizamo,Denis Leary,Adam Devine,Jesse Ferguson,Max Greenfield","United States, United Kingdom, Australia",2020-07-03,2016,PG,97,"Action-Adventure,Animation,Comedy","When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!"
Movie,Race to Witch Mountain,Andy Fickman,"Dwayne Johnson,AnnaSophia Robb,Carla Gugino,Ciarán Hinds,Alexander Ludwig,Tom Scott",United States,2020-07-03,2009,PG,100,"Action-Adventure,Family,Science Fiction",A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours.
Movie,The Big Green,Holly Sloan,"Steve Guttenberg,Olivia d'Abo,Jay Sanders,John Terry,Chauncey Leopardi,Patrick Renna",United States,2020-07-03,1995,PG,100,"Comedy,Family,Sports",A group of bored misfits become local soccer heroes in a sleepy Texas town.
Movie,The Mighty Ducks,Stephen Herek,"Emilio Estevez,Joss Ackland,Lane Smith,Heidi Kling,Josef Sommer,Joshua Jackson",United States,2020-07-03,1992,PG,104,"Comedy,Drama,Sports",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.
Movie,While You Were Sleeping,Jon Turteltaub,"Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,Glynis Johns,Micole Mercurio",United States,2020-07-03,1995,PG,104,"Comedy,Drama,Romance",A lonely subway worker is mistaken for a comatose man's finacée.
